,age,campaign,pdays,emp.var.rate,cons.price.idx,cons.conf.idx,euribor3m,nr.employed,job_technician,education_high.school,education_university.degree,marital_married,marital_single,loan_yes,housing_yes,poutcome_success,y
0,1.6273567191391838,-0.5662003601328496,0.1946606731073471,-1.1994397208337102,-1.180759811710549,-1.229916269533795,-1.340304481122305,-0.9397475379783584,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0
1,1.4357065987064417,-0.2062416137480573,0.1946606731073471,0.6477093956491777,0.7203068673373304,0.8900970040019163,0.7136737622712611,0.3304047852210156,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0
2,-0.6724447260537236,-0.5662003601328496,0.1946606731073471,-1.1994397208337102,-1.180759811710549,-1.229916269533795,-1.3322293068994715,-0.9397475379783584,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0
3,-0.3849695454046102,0.513675879021527,0.1946606731073471,0.8387937870094764,1.5335697245867026,-0.2780735752932708,0.7753911652600592,0.8431648634658189,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0
4,-1.2473950873519506,-0.2062416137480573,0.1946606731073471,0.8387937870094764,0.5890797396283146,-0.4727686718424699,0.7730839726249642,0.8431648634658189,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0
5,1.723181779355555,-0.5662003601328496,0.1946606731073471,0.8387937870094764,0.5890797396283146,-0.4727686718424699,0.7725071744661902,0.8431648634658189,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0
6,0.7649311771918436,-0.5662003601328496,0.1946606731073471,0.6477093956491777,0.7203068673373304,0.8900970040019163,0.7113665696361655,0.3304047852210156,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0
7,1.052406357840957,1.5935521181759036,0.1946606731073471,0.8387937870094764,-0.2293631358200982,0.9549953695183148,0.7725071744661902,0.8431648634658189,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0
8,-1.534870268001064,0.513675879021527,0.1946606731073471,0.8387937870094764,1.5335697245867026,-0.2780735752932708,0.7725071744661902,0.8431648634658189,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0
9,-0.3849695454046102,0.513675879021527,0.1946606731073471,0.8387937870094764,0.5890797396283146,-0.4727686718424699,0.7725071744661902,0.8431648634658189,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0
10,-0.5766196658373525,0.1537171326367348,0.1946606731073471,-1.1994397208337102,-1.180759811710549,-1.229916269533795,-1.3322293068994715,-0.9397475379783584,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0
11,0.1899808158936166,0.1537171326367348,0.1946606731073471,-1.1994397208337102,-1.180759811710549,-1.229916269533795,-1.3241541326766382,-0.9397475379783584,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0
12,0.2858058761099878,-0.5662003601328496,0.1946606731073471,0.8387937870094764,0.5890797396283146,-0.4727686718424699,0.7730839726249642,0.8431648634658189,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1
13,1.5315316589228127,0.1537171326367348,0.1946606731073471,0.8387937870094764,-0.2293631358200982,0.9549953695183148,0.7736607707837382,0.8431648634658189,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1
14,1.723181779355555,0.1537171326367348,0.1946606731073471,0.8387937870094764,0.5890797396283146,-0.4727686718424699,0.7725071744661902,0.8431648634658189,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0
15,-0.3849695454046102,-0.5662003601328496,0.1946606731073471,0.8387937870094764,1.5335697245867026,-0.2780735752932708,0.7165577530651301,0.8431648634658189,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0
16,-1.3432201475683216,-0.2062416137480573,0.1946606731073471,0.8387937870094764,0.5890797396283146,-0.4727686718424699,0.7730839726249642,0.8431648634658189,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0
17,1.2440564782736994,3.033387103715073,0.1946606731073471,0.8387937870094764,0.5890797396283146,-0.4727686718424699,0.7719303763074167,0.8431648634658189,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0
18,-0.2891444851882391,-0.2062416137480573,0.1946606731073471,0.8387937870094764,0.5890797396283146,-0.4727686718424699,0.7696231836723212,0.8431648634658189,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0
19,0.5732810567591012,-0.5662003601328496,0.1946606731073471,-1.9000824891548047,-2.375617342955914,1.9717364292752375,-1.5860204967599514,-1.256249041800627,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1
20,1.819006839571926,0.1537171326367348,0.1946606731073471,0.8387937870094764,0.5890797396283146,-0.4727686718424699,0.7725071744661902,0.8431648634658189,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1
21,0.8607562374082147,-0.2062416137480573,0.1946606731073471,0.6477093956491777,0.7203068673373304,0.8900970040019163,0.7107897714773921,0.3304047852210156,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0
22,-1.3432201475683216,4.473222089254241,0.1946606731073471,0.8387937870094764,1.5335697245867026,-0.2780735752932708,0.715980954906356,0.8431648634658189,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1
23,-0.9599199067028372,0.1537171326367348,0.1946606731073471,0.8387937870094764,0.5890797396283146,-0.4727686718424699,0.7713535781486427,0.8431648634658189,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0
24,1.052406357840957,-0.5662003601328496,0.1946606731073471,0.8387937870094764,-0.2293631358200982,0.9549953695183148,0.7742375689425117,0.8431648634658189,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0
25,0.4774559965427301,-0.2062416137480573,0.1946606731073471,-1.9000824891548047,-1.0598927203996142,-0.0617456902386064,-1.388755526459306,-1.256249041800627,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0
26,-0.9599199067028372,3.393345850099865,0.1946606731073471,-1.1994397208337102,-1.180759811710549,-1.229916269533795,-1.350686847980234,-0.9397475379783584,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0
27,-0.864094846486466,2.313469610945488,0.1946606731073471,0.8387937870094764,-0.2293631358200982,0.9549953695183148,0.7742375689425117,0.8431648634658189,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0
28,0.0941557556772455,-0.5662003601328496,0.1946606731073471,0.8387937870094764,1.5335697245867026,-0.2780735752932708,0.7171345512239036,0.8431648634658189,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0
29,-0.1933194249718679,-0.5662003601328496,0.1946606731073471,0.6477093956491777,0.7203068673373304,0.8900970040019163,0.7119433677949395,0.3304047852210156,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0
30,0.6691061169754724,-0.5662003601328496,0.1946606731073471,-1.9000824891548047,-1.9128690505082904,1.4958150821549756,-1.4712376631639617,-1.256249041800627,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0
31,2.777257441735637,-0.2062416137480573,0.1946606731073471,-1.9000824891548047,-1.0598927203996142,-0.0617456902386064,-1.362799609314484,-1.256249041800627,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1
